,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
2353,ST,2024-04-02,76.7,1.52,5.54,"Cortes, Nestor",572233,641482,,ball,,,,,12,Christian Walker singles on a sharp ground ball to left fielder Alex Verdugo.   Blaze Alexander to 3rd.,R,R,L,AZ,NYY,B,,,2,1,2024,-1.43,0.13,1.11,3.67,,677942.0,,1,1,Bot,,,,,,,1.6813453980958757,-111.78838949747914,2.675799774426995,-12.339075223919034,18.11704550688515,-31.70578289934654,3.41,1.48,,,,76.3,2427,5.7,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.82,,,,,,,,8,4,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,286,0.0,0.096,,,,-0.096,,1,1,0.666,0.666,29,33,30,33,1,0,5.0,1.0,6,1,3.7,-1.43,1.43,42.3
2354,FC,2024-04-02,87.3,1.36,5.76,"Cortes, Nestor",572233,641482,,ball,,,,,11,Christian Walker singles on a sharp ground ball to left fielder Alex Verdugo.   Blaze Alexander to 3rd.,R,R,L,AZ,NYY,B,,,1,1,2024,-0.58,0.5,-0.16,4.01,,,677942.0,1,1,Bot,,,,,,,-2.448424615955603,-127.23740541868727,0.8117866619966196,-5.877500788335584,23.257485809430584,-27.091016230536265,3.4,1.39,,,,87.1,2437,5.8,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.7,,,,,,,,8,3,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,178,0.015,0.054,,,,-0.054,,1,1,0.651,0.651,29,33,30,33,1,0,5.0,1.0,6,1,2.46,-0.58,0.58,43.7
2355,FF,2024-04-02,91.0,0.86,5.97,"Cortes, Nestor",572233,641482,,ball,,,,,11,Christian Walker singles on a sharp ground ball to left fielder Alex Verdugo.   Blaze Alexander to 3rd.,R,R,L,AZ,NYY,B,,,0,1,2024,0.54,1.35,-0.49,3.88,,,677942.0,1,1,Bot,,,,,,,-4.500485453399207,-132.48274949340458,-2.212882996508416,7.313919049426936,29.31979050414225,-16.018490723987398,3.34,1.48,,,,90.4,2236,6.0,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.55,,,,,,,,8,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,158,0.0,0.035,,,,-0.035,,1,1,0.651,0.651,29,33,30,33,1,0,5.0,1.0,6,1,1.41,0.54,-0.54,52.1
2356,FC,2024-04-02,86.8,1.2,5.73,"Cortes, Nestor",572233,641482,,called_strike,,,,,1,Christian Walker singles on a sharp ground ball to left fielder Alex Verdugo.   Blaze Alexander to 3rd.,R,R,L,AZ,NYY,S,,,0,0,2024,-0.24,0.55,-0.78,2.86,,,677942.0,1,1,Bot,,,,,,,-4.19971498816319,-126.392356677589,-1.8236392447881715,-1.7147772718998215,24.70878543232584,-26.093599402576743,3.42,1.5,,,,86.1,2336,5.7,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.8,,,,,,,,8,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,176,0.0,-0.047,,,,0.047,,1,1,0.651,0.651,29,33,30,33,1,0,5.0,1.0,6,1,2.46,-0.24,0.24,44.9
2357,FF,2024-04-02,91.3,0.91,5.93,"Cortes, Nestor",666971,641482,field_out,hit_into_play,,,,,8,Lourdes Gurriel Jr.  flies out to right fielder Juan Soto.,R,R,L,AZ,NYY,X,9.0,fly_ball,0,0,2024,0.37,1.52,-0.07,2.05,,,677942.0,0,1,Bot,172.16,62.84,,,,,-3.2265247884908703,-132.85964957444497,-7.121615039221503,5.013835701677027,28.074338368194905,-12.879268486648726,3.61,1.71,355.0,96.7,36.0,90.8,2284,5.9,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.56,0.174,0.334,0.0,1.0,0.0,0.0,3.0,7,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,159,-0.028,-0.369,,,0.632,0.369,96.7,1,1,0.679,0.679,29,30,30,31,1,0,5.0,1.0,6,1,1.21,0.37,-0.37,52.1
2358,FC,2024-04-02,84.6,1.53,5.59,"Cortes, Nestor",677942,641482,single,hit_into_play,,,,,8,Blaze Alexander singles on a ground ball to center fielder Aaron Judge.   Ketel Marte scores.,R,R,L,AZ,NYY,X,8.0,ground_ball,2,1,2024,-0.32,0.35,0.2,1.51,,606466.0,,0,1,Bot,114.54,87.63,,,,,-2.455850841315693,-123.31236699905348,-3.910064464314822,-2.783818372910419,23.20308624848373,-28.04048638189394,3.32,1.51,39.0,108.9,0.0,84.3,2291,5.9,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.62,0.511,0.467,0.9,1.0,1.0,0.0,4.0,6,4,Cutter,0,0,0,0,0,1,1,0,Standard,Standard,185,0.072,0.646,,,0.548,-0.646,108.9,0,0,0.607,0.607,29,25,30,25,1,0,5.0,3.0,6,1,2.81,-0.32,0.32,41.2
2359,FC,2024-04-02,85.6,1.23,5.79,"Cortes, Nestor",677942,641482,,ball,,,,,13,Blaze Alexander singles on a ground ball to center fielder Aaron Judge.   Ketel Marte scores.,R,R,L,AZ,NYY,B,,,1,1,2024,-0.6,0.5,-2.04,1.92,,606466.0,,0,1,Bot,,,,,,,-6.463636771564416,-124.65073147969612,-3.9305655457247295,-5.241725080454396,21.45008443287314,-26.416777526749826,3.1,1.48,,,,85.5,2334,5.9,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.62,,,,,,,,6,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,186,0.0,0.056,,,,-0.056,,0,0,0.607,0.607,29,25,30,25,1,0,5.0,3.0,6,1,2.57,-0.6,0.6,45.0
2360,FF,2024-04-02,90.3,0.84,5.89,"Cortes, Nestor",677942,641482,,foul,,,,,4,Blaze Alexander singles on a ground ball to center fielder Aaron Judge.   Ketel Marte scores.,R,R,L,AZ,NYY,S,,,1,0,2024,-0.11,1.5,-0.79,2.69,,606466.0,,0,1,Bot,,,,,,,-3.801459742921114,-131.48074007896005,-5.17889944307225,-0.4633577972988327,27.67340183599793,-13.91943468853846,3.32,1.51,222.0,69.6,49.0,89.8,2132,5.9,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.57,,,,,,,,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,159,0.0,-0.049,,,,0.049,88.0,0,0,0.607,0.607,29,25,30,25,1,0,5.0,3.0,6,1,1.29,-0.11,0.11,50.5
2361,FC,2024-04-02,85.0,1.38,5.69,"Cortes, Nestor",677942,641482,,ball,,,,,13,Blaze Alexander singles on a ground ball to center fielder Aaron Judge.   Ketel Marte scores.,R,R,L,AZ,NYY,B,,,0,0,2024,-0.28,0.26,-1.21,1.97,,606466.0,,0,1,Bot,,,,,,,-5.465697598947672,-123.7605627823764,-2.9727202791695806,-1.8943186060324475,22.37089648930769,-29.177646677040347,3.18,1.44,,,,84.8,2306,5.9,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.6,,,,,,,,6,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,179,0.0,0.051,,,,-0.051,,0,0,0.607,0.607,29,25,30,25,1,0,5.0,3.0,6,1,2.87,-0.28,0.28,41.0
2362,FF,2024-04-02,90.5,1.16,5.85,"Cortes, Nestor",606466,641482,double,hit_into_play,,,,,1,Ketel Marte doubles (1) on a sharp line drive to left fielder Alex Verdugo.,R,R,L,AZ,NYY,X,7.0,line_drive,0,2,2024,-0.1,1.46,-0.45,3.56,,,,0,1,Bot,71.37,136.65,,,,,-3.784051537134957,-131.77732758404417,-2.8972554260428023,-0.3328384040143912,27.94881809613166,-14.694859028360368,3.55,1.69,207.0,106.6,13.0,89.9,2199,5.9,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.6,0.869,0.895,1.25,1.0,1.0,1.0,5.0,5,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,161,0.06,0.704,,,1.202,-0.704,106.6,0,0,0.547,0.547,29,30,30,31,1,0,5.0,1.0,6,1,1.31,-0.1,0.1,48.2
2363,ST,2024-04-02,76.2,1.71,5.63,"Cortes, Nestor",606466,641482,,foul,,,,,8,Ketel Marte doubles (1) on a sharp line drive to left fielder Alex Verdugo.,R,R,L,AZ,NYY,S,,,0,1,2024,-1.55,0.04,-0.23,2.12,,,,0,1,Bot,,,,,,,-1.2874125545951198,-111.01529323896708,-0.4437149860189466,-12.607648952875635,19.123347745506305,-32.00315749744379,3.55,1.69,108.0,99.7,5.0,75.4,2474,5.5,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.96,,,,,,,,5,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,292,0.0,-0.049,,,,0.049,99.7,0,0,0.547,0.547,29,30,30,31,1,0,5.0,1.0,6,1,3.87,-1.55,1.55,45.4
2364,FF,2024-04-02,88.7,1.32,5.86,"Cortes, Nestor",606466,641482,,called_strike,,,,,8,Ketel Marte doubles (1) on a sharp line drive to left fielder Alex Verdugo.,R,R,L,AZ,NYY,S,,,0,0,2024,0.16,1.55,0.23,2.0,,,,0,1,Bot,,,,,,,-2.95269992035652,-129.02490518512434,-6.540218624089393,2.4512222273490423,27.35431949446401,-13.728000162908897,3.65,1.7,,,,87.5,2142,5.6,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.89,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,152,0.0,-0.033,,,,0.033,,0,0,0.547,0.547,29,30,30,31,1,0,5.0,1.0,6,1,1.36,0.16,-0.16,46.5
2365,FF,2024-03-28,92.5,0.89,5.93,"Cortes, Nestor",608324,641482,field_out,hit_into_play,,,,,2,Alex Bregman flies out to center fielder Aaron Judge.,R,R,L,HOU,NYY,X,8.0,fly_ball,1,1,2024,0.48,1.71,0.1,2.62,,,,2,5,Bot,126.0,204.5,,,,,-3.0480151352764246,-134.5026852190931,-6.29335741967791,6.54122476652218,31.0646352857779,-10.324831927267224,3.03,1.46,286.0,97.2,50.0,91.9,2368,6.1,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.39,0.011,0.017,0.0,1.0,0.0,0.0,3.0,47,3,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,163,-0.01,-0.094,,,0.026,0.094,97.2,1,1,0.677,0.677,29,30,30,30,3,2,,,5,1,0.98,0.48,-0.48,51.6
2366,FC,2024-03-28,85.1,1.6,5.71,"Cortes, Nestor",608324,641482,,ball,,,,,12,Alex Bregman flies out to center fielder Aaron Judge.,R,R,L,HOU,NYY,B,,,0,1,2024,-0.54,0.27,1.32,3.5,,,,2,5,Bot,,,,,,,0.4191024426626469,-124.09622560656688,0.5117776464787342,-5.7184245090094805,22.845677882821203,-29.64772829187224,3.17,1.67,,,,85.0,2541,5.9,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.6,,,,,,,,47,2,Cutter,4,3,4,3,3,4,4,3,Standard,Standard,220,0.0,0.011,,,,-0.011,,1,1,0.677,0.677,29,30,30,30,3,2,,,5,1,2.84,-0.54,0.54,42.4
2367,FF,2024-03-28,91.6,0.93,5.9,"Cortes, Nestor",608324,641482,,foul,,,,,2,Alex Bregman flies out to center fielder Aaron Judge.,R,R,L,HOU,NYY,S,,,0,0,2024,0.18,1.65,-0.18,2.86,,,,2,5,Bot,,,,,,,-3.201604161641701,-133.24181101769128,-5.298662752542001,2.919289111664192,30.74463604613986,-11.6772915781335,3.03,1.46,209.0,72.1,43.0,91.2,2330,6.2,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.29,,,,,,,,47,1,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,164,0.0,-0.016,,,,0.016,88.0,1,1,0.677,0.677,29,30,30,30,3,2,,,5,1,1.09,0.18,-0.18,54.2
2368,FF,2024-03-28,91.6,0.88,5.92,"Cortes, Nestor",663656,641482,strikeout,swinging_strike,,,,,11,Kyle Tucker strikes out swinging.,R,L,L,HOU,NYY,S,2.0,,3,2,2024,0.0,1.71,-0.65,3.76,,,,1,5,Bot,,,,,,,-3.849414449917525,-133.28809620584855,-3.2278088987866376,0.8732468977343744,31.71347555457813,-11.38954288578145,3.53,1.68,,,,91.1,2322,6.2,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.26,,0.0,0.0,1.0,0.0,0.0,,46,6,4-Seam Fastball,4,3,4,3,3,4,4,3,Infield shade,Standard,163,-0.015,-0.21,,,,0.21,,1,1,0.692,0.692,29,27,30,27,3,2,,,5,1,1.03,0.0,0.0,54.9
2369,ST,2024-03-28,77.6,1.71,5.45,"Cortes, Nestor",663656,641482,,ball,,,,,13,Kyle Tucker strikes out swinging.,R,L,L,HOU,NYY,B,,,2,2,2024,-1.47,0.53,-1.49,2.31,,,,1,5,Bot,,,,,,,-4.14813392753804,-112.91194494595467,-0.6852955570148259,-11.673940811182955,22.68791192899469,-27.8020877498838,3.53,1.82,,,,77.5,2631,6.5,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.03,,,,,,,,46,5,Sweeper,4,3,4,3,3,4,4,3,Infield shade,Standard,289,0.0,0.068,,,,-0.068,,1,1,0.692,0.692,29,27,30,27,3,2,,,5,1,3.29,-1.47,-1.47,38.4
2370,FC,2024-03-28,85.1,1.6,5.58,"Cortes, Nestor",663656,641482,,called_strike,,,,,1,Kyle Tucker strikes out swinging.,R,L,L,HOU,NYY,S,,,2,1,2024,-0.55,0.21,-0.61,3.07,,,,1,5,Bot,,,,,,,-4.102984433798942,-123.94855410738604,-0.0365122109662995,-4.839015651609485,24.032612866963035,-30.202925284296864,3.53,1.78,,,,85.4,2538,6.3,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.15,,,,,,,,46,4,Cutter,4,3,4,3,3,4,4,3,Infield shade,Standard,222,0.0,-0.049,,,,0.049,,1,1,0.692,0.692,29,27,30,27,3,2,,,5,1,2.92,-0.55,-0.55,41.5
2371,FF,2024-03-28,90.4,0.95,5.97,"Cortes, Nestor",663656,641482,,foul,,,,,5,Kyle Tucker strikes out swinging.,R,L,L,HOU,NYY,S,,,2,0,2024,0.34,1.74,0.15,2.59,,,,1,5,Bot,,,,,,,-2.7069367474188155,-131.44064351518432,-6.081024754706283,4.589212464474188,32.43679203289014,-10.949454903225226,3.53,1.68,6.0,41.6,-23.0,89.4,2348,6.1,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.4,,,,,,,,46,3,4-Seam Fastball,4,3,4,3,3,4,4,3,Infield shade,Standard,161,0.0,-0.041,,,,0.041,88.0,1,1,0.692,0.692,29,27,30,27,3,2,,,5,1,1.09,0.34,0.34,54.2
2372,ST,2024-03-28,78.0,1.67,5.46,"Cortes, Nestor",663656,641482,,ball,,,,,13,Kyle Tucker strikes out swinging.,R,L,L,HOU,NYY,B,,,1,0,2024,-1.67,0.09,-1.47,2.23,,,,1,5,Bot,,,,,,,-3.677596859053998,-113.41644974511496,-0.100670543113458,-13.443690391735249,24.766545391289693,-31.621842364499397,3.43,1.79,,,,77.5,2631,6.4,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.07,,,,,,,,46,2,Sweeper,4,3,4,3,3,4,4,3,Infield shade,Standard,288,0.0,0.046,,,,-0.046,,1,1,0.692,0.692,29,27,30,27,3,2,,,5,1,3.72,-1.67,-1.67,41.9
2373,ST,2024-03-28,78.6,1.71,5.52,"Cortes, Nestor",663656,641482,,ball,,,,,13,Kyle Tucker strikes out swinging.,R,L,L,HOU,NYY,B,,,0,0,2024,-1.51,0.13,-1.04,2.05,,,,1,5,Bot,,,,,,,-3.169133316922469,-114.37850148993697,-0.7859334429327635,-12.333719058259566,25.39746292711271,-31.16301686670101,3.55,1.76,,,,78.1,2597,6.4,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.12,,,,,,,,46,1,Sweeper,4,3,4,3,3,4,4,3,Infield shade,Standard,288,0.0,0.025,,,,-0.025,,1,1,0.692,0.692,29,27,30,27,3,2,,,5,1,3.63,-1.51,-1.51,41.9
2374,FF,2024-03-28,88.3,1.12,5.89,"Cortes, Nestor",670541,641482,field_out,hit_into_play,,,,,6,"Yordan Alvarez grounds out, first baseman Anthony Rizzo to pitcher Nestor Cortes.",R,L,L,HOU,NYY,X,3.0,ground_ball,0,0,2024,0.28,1.76,0.51,2.92,,,,0,5,Bot,166.69,145.43,,,,,-2.047865651856386,-128.4554124699219,-4.698541350712453,3.579284466634144,30.407986448962788,-11.99616231921674,3.54,1.75,104.0,99.5,5.0,87.5,2301,6.2,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.35,0.543,0.507,0.0,1.0,0.0,0.0,4.0,45,1,4-Seam Fastball,4,3,4,3,3,4,4,3,Infield shade,Standard,166,-0.021,-0.228,,,0.615,0.228,99.5,1,1,0.713,0.713,29,27,30,27,3,2,,,5,1,1.2,0.28,0.28,51.7
2375,FC,2024-03-28,86.8,1.4,5.65,"Cortes, Nestor",514888,641482,strikeout,swinging_strike,,,,,11,Jose Altuve strikes out swinging.,R,R,L,HOU,NYY,S,2.0,,1,2,2024,-0.61,0.57,-0.75,3.1,,665161.0,,2,4,Bot,,,,,,,-3.8572686505218754,-126.36176410855111,-1.0439179119493227,-5.722777557192301,27.044606594974884,-26.1434341110738,2.85,1.26,,,,86.3,2419,6.1,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.41,,0.0,0.0,1.0,0.0,0.0,,35,4,Cutter,4,0,4,0,0,4,4,0,Standard,Standard,187,-0.01,-0.236,,,,0.236,,4,4,0.915,0.915,29,34,30,34,3,2,,,5,1,2.47,-0.61,0.61,42.3
2376,ST,2024-03-28,78.9,1.7,5.38,"Cortes, Nestor",514888,641482,,foul,,,,,8,Jose Altuve strikes out swinging.,R,R,L,HOU,NYY,S,,,1,1,2024,-1.07,0.37,-0.03,1.72,,665161.0,,2,4,Bot,,,,,,,-1.7847344102354854,-114.9197233404258,-1.8302604942050131,-9.06957127494952,22.16482312851113,-28.78486339352176,2.85,1.26,229.0,89.8,18.0,79.0,2545,6.4,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.07,,,,,,,,35,3,Sweeper,4,0,4,0,0,4,4,0,Standard,Standard,279,0.0,-0.066,,,,0.066,89.8,4,4,0.915,0.915,29,34,30,34,3,2,,,5,1,3.3,-1.07,1.07,36.9
2377,FF,2024-03-28,91.8,0.81,5.83,"Cortes, Nestor",514888,641482,,ball,,,,,14,Jose Altuve strikes out swinging.,R,R,L,HOU,NYY,B,,,0,1,2024,0.51,1.71,0.74,1.06,,665161.0,,2,4,Bot,,,,,,,-1.290166868710656,-133.3019429178727,-9.848171407626468,6.308395155380393,30.541318143156023,-9.81768935390245,2.87,1.48,,,,91.2,2419,6.2,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.28,,,,,,,,35,2,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,161,0.0,0.013,,,,-0.013,,4,4,0.915,0.915,29,34,30,34,3,2,,,5,1,1.02,0.51,-0.51,51.8
2378,FC,2024-03-28,84.7,1.42,5.6,"Cortes, Nestor",514888,641482,,called_strike,,,,,14,Jose Altuve strikes out swinging.,R,R,L,HOU,NYY,S,,,0,0,2024,-0.47,0.27,0.91,1.78,,665161.0,,2,4,Bot,,,,,,,-0.2513837237488326,-123.4665198650224,-3.153561736728233,-4.790282520419543,23.778453379320613,-29.035109542287145,2.92,1.38,,,,84.1,2457,5.7,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.81,,,,,,,,35,1,Cutter,4,0,4,0,0,4,4,0,Standard,Standard,198,0.0,-0.045,,,,0.045,,4,4,0.915,0.915,29,34,30,34,3,2,,,5,1,2.89,-0.47,0.47,47.6
2379,FF,2024-03-28,91.7,0.86,5.87,"Cortes, Nestor",676694,641482,strikeout,swinging_strike,,,,,12,Jake Meyers strikes out swinging.,R,R,L,HOU,NYY,S,2.0,,0,2,2024,0.54,1.74,1.16,2.86,,665161.0,,1,4,Bot,,,,,,,-0.4087011387133398,-133.4137021797347,-5.463705551430773,6.47832188946456,31.79004923053268,-10.47024797760844,3.22,1.54,,,,91.2,2418,6.2,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.28,,0.0,0.0,1.0,0.0,0.0,,34,3,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,159,-0.01,-0.214,,,,0.214,,4,4,0.925,0.925,29,28,30,28,2,1,,,5,1,0.99,0.54,-0.54,52.6
2380,FF,2024-03-28,91.9,0.94,5.95,"Cortes, Nestor",676694,641482,,swinging_strike,,,,,12,Jake Meyers strikes out swinging.,R,R,L,HOU,NYY,S,,,0,1,2024,0.39,1.87,0.97,3.01,,665161.0,,1,4,Bot,,,,,,,-0.7589576177947287,-133.60987532879486,-5.548317819175452,4.799136393791846,32.563784260087935,-8.893575363833778,3.22,1.54,,,,91.1,2355,6.1,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.35,,,,,,,,34,2,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,159,0.0,-0.08,,,,0.08,,4,4,0.925,0.925,29,28,30,28,2,1,,,5,1,0.86,0.39,-0.39,52.3
2381,ST,2024-03-28,78.2,1.73,5.54,"Cortes, Nestor",676694,641482,,called_strike,,,,,9,Jake Meyers strikes out swinging.,R,R,L,HOU,NYY,S,,,0,0,2024,-0.87,0.52,0.71,2.12,,665161.0,,1,4,Bot,,,,,,,-0.5995274072797447,-113.83588532377836,-1.4199543717539198,-7.394541888600011,21.883444115478635,-27.658882287528684,3.3,1.63,,,,78.1,2473,6.3,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.18,,,,,,,,34,1,Sweeper,4,0,4,0,0,4,4,0,Standard,Standard,271,0.0,-0.045,,,,0.045,,4,4,0.925,0.925,29,28,30,28,2,1,,,5,1,3.22,-0.87,0.87,38.8
2382,FF,2024-03-28,90.2,0.84,5.92,"Cortes, Nestor",665161,641482,double,hit_into_play,,,,,8,Jeremy Peña doubles (1) on a line drive to left fielder Alex Verdugo.,R,R,L,HOU,NYY,X,7.0,line_drive,0,0,2024,0.5,1.58,0.27,1.7,,,,1,4,Bot,96.25,76.71,,,,,-2.476266248552177,-131.1648273738917,-7.826030293217879,6.303569145836644,30.16096550359092,-12.515962369175725,3.62,1.72,220.0,99.0,9.0,89.6,2288,6.2,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.34,0.68,0.616,1.25,1.0,1.0,1.0,4.0,33,1,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,157,0.012,0.415,,,0.734,-0.415,99.0,4,4,0.913,0.913,29,26,30,27,2,1,,,5,1,1.25,0.5,-0.5,51.0
2383,FF,2024-03-28,89.7,1.1,5.89,"Cortes, Nestor",673237,641482,field_out,hit_into_play,,,,,4,"Yainer Diaz grounds out, third baseman Oswaldo Cabrera to first baseman Anthony Rizzo.",R,R,L,HOU,NYY,X,5.0,ground_ball,0,1,2024,0.15,1.71,-0.8,2.58,,,,0,4,Bot,99.29,164.76,,,,,-4.9832740867911,-130.42299904112173,-5.738489662976249,2.780592996128074,29.48869392566875,-11.657268513060009,3.16,1.46,13.0,94.8,-11.0,89.2,2316,6.2,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.33,0.171,0.16,0.0,1.0,0.0,0.0,2.0,32,2,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,161,-0.006,-0.195,,,0.184,0.195,94.8,4,4,0.919,0.919,29,25,30,26,2,1,,,5,1,1.14,0.15,-0.15,51.4
2384,FC,2024-03-28,84.4,1.46,5.78,"Cortes, Nestor",673237,641482,,swinging_strike,,,,,5,"Yainer Diaz grounds out, third baseman Oswaldo Cabrera to first baseman Anthony Rizzo.",R,R,L,HOU,NYY,S,,,0,0,2024,-0.49,0.5,0.04,2.24,,,,0,4,Bot,,,,,,,-2.346591185223301,-122.94593174712628,-2.85241726762842,-4.447750645909138,24.93457294750559,-26.75422714608718,3.16,1.46,,,,84.3,2404,6.2,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.31,,,,,,,,32,1,Cutter,4,0,4,0,0,4,4,0,Standard,Standard,180,0.0,-0.033,,,,0.033,,4,4,0.919,0.919,29,25,30,26,2,1,,,5,1,2.7,-0.49,0.49,44.4
2385,FF,2024-03-28,93.1,0.85,5.96,"Cortes, Nestor",676801,641482,field_out,hit_into_play,,,,,5,Chas McCormick flies out to right fielder Juan Soto.,R,R,L,HOU,NYY,X,9.0,fly_ball,0,2,2024,0.33,1.81,-0.09,2.31,,,,2,3,Bot,187.34,101.12,,,,,-3.137616008221933,-135.28848799992622,-7.44699183584718,4.843103657118035,33.8126296056141,-8.530833060322374,3.29,1.55,286.0,90.3,46.0,92.2,2408,6.2,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.35,0.001,0.0,0.0,1.0,0.0,0.0,3.0,26,3,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,154,-0.004,-0.061,,,0.001,0.061,90.3,4,4,0.89,0.89,29,29,30,29,2,1,,,5,1,0.86,0.33,-0.33,53.4
2386,FC,2024-03-28,86.1,1.35,5.7,"Cortes, Nestor",676801,641482,,foul,,,,,4,Chas McCormick flies out to right fielder Juan Soto.,R,R,L,HOU,NYY,S,,,0,1,2024,-0.44,0.26,-0.4,2.63,,,,2,3,Bot,,,,,,,-3.253251076717089,-125.42604736390504,-1.5900789217690623,-3.995642786112072,25.494230349237775,-29.3449308556617,3.29,1.55,142.0,83.1,74.0,85.8,2478,6.1,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.44,,,,,,,,26,2,Cutter,4,0,4,0,0,4,4,0,Standard,Standard,206,0.0,-0.022,,,,0.022,88.0,4,4,0.89,0.89,29,29,30,29,2,1,,,5,1,2.81,-0.44,0.44,46.2
2387,FF,2024-03-28,91.1,0.95,5.89,"Cortes, Nestor",676801,641482,,called_strike,,,,,8,Chas McCormick flies out to right fielder Juan Soto.,R,R,L,HOU,NYY,S,,,0,0,2024,0.13,1.71,-0.04,2.01,,,,2,3,Bot,,,,,,,-2.7654338346813687,-132.46776460807837,-7.392413478220197,2.157941993632561,32.128156382324924,-10.734650637357378,3.36,1.74,,,,90.3,2386,6.2,746418,624431,519203,650402,665828,683011,657077,592450,665742,54.35,,,,,,,,26,1,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,160,0.0,-0.016,,,,0.016,,4,4,0.89,0.89,29,29,30,29,2,1,,,5,1,1.08,0.13,-0.13,51.3
