,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
184,SI,2022-04-07,86.8,-2.09,6.23,"Renfroe, Hunter",592669,543294,,called_strike,,,,,5,Hunter Renfroe strikes out swinging.,R,R,R,CHC,MIL,S,,,0,0,2022,-1.36,0.89,0.23,2.49,,457705.0,,1,2,Top,,,,,575929,,,8.21983494239365,-125.93298348303608,-4.424167203808794,-16.216479712484404,29.195518853643257,-22.0208478389122,3.45,1.56,,,,85.3,1903,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.68,,,,,,,,10,1,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,212,0.0,-0.043,,
194,CH,2022-04-07,80.4,-2.17,6.23,"Tellez, Rowdy",642133,543294,strikeout,swinging_strike,,,,,13,Rowdy Tellez strikes out swinging.,R,L,R,CHC,MIL,S,2.0,,1,2,2022,-1.87,0.62,-1.03,1.46,,457705.0,,0,2,Top,,,,,575929,,,5.986051314579725,-116.75804126939632,-4.885811939792222,-18.23981108034872,24.990492707922165,-25.73877787230582,3.55,1.63,,,,78.9,2005,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.87,,0.0,0.0,1.0,0.0,0.0,,9,4,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,228,0.044,-0.316,,
199,CH,2022-04-07,81.1,-2.12,6.25,"Tellez, Rowdy",642133,543294,,ball,,,,,13,Rowdy Tellez strikes out swinging.,R,L,R,CHC,MIL,B,,,0,2,2022,-1.63,0.75,-1.22,0.78,,457705.0,,0,2,Top,,,,,575929,,,5.059581142415047,-117.76517729850168,-6.842049220171097,-16.08980904985791,26.6974943689742,-23.95133349608512,3.47,1.63,,,,79.7,2024,5.9,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.63,,,,,,,,9,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,219,0.0,0.034,,
205,CH,2022-04-07,80.0,-2.12,6.23,"Tellez, Rowdy",642133,543294,,swinging_strike,,,,,13,Rowdy Tellez strikes out swinging.,R,L,R,CHC,MIL,S,,,0,1,2022,-1.89,0.74,-0.99,1.22,,457705.0,,0,2,Top,,,,,575929,,,5.988026522872412,-116.2092609679446,-5.56787839400485,-18.24354524258817,24.59951942846013,-24.591073751916703,3.55,1.63,,,,78.8,2004,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.69,,,,,,,,9,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,224,0.0,-0.076,,
213,FF,2022-04-07,86.9,-2.29,6.12,"Tellez, Rowdy",642133,543294,,called_strike,,,,,13,Rowdy Tellez strikes out swinging.,R,L,R,CHC,MIL,S,,,0,0,2022,-0.98,1.5,-0.98,1.62,,457705.0,,0,2,Top,,,,,575929,,,5.0964296456185165,-126.16337486846705,-7.478364575289101,-11.58381200990056,28.92820074454816,-14.76904698598141,3.83,1.7,,,,85.5,2021,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.72,,,,,,,,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic,212,0.0,-0.055,,
225,SI,2022-04-07,86.3,-2.08,6.28,"McCutchen, Andrew",457705,543294,double,hit_into_play,,,,,5,Andrew McCutchen doubles (1) on a fly ball to right fielder Seiya Suzuki.,R,R,R,CHC,MIL,X,9.0,fly_ball,1,0,2022,-1.08,0.67,0.23,2.39,,,,0,2,Top,226.73,102.94,,,575929,,,7.5958477542391805,-125.38190232673402,-4.285317126298311,-12.967793784603558,27.331217835020997,-24.39795249945973,3.32,1.51,342.0,97.7,37.0,85.0,1847,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.8,0.171,0.33,1.25,1.0,1.0,1.0,3.0,8,2,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,205,-0.064,0.6,,
229,SI,2022-04-07,86.3,-2.12,6.21,"McCutchen, Andrew",457705,543294,,ball,,,,,14,Andrew McCutchen doubles (1) on a fly ball to right fielder Seiya Suzuki.,R,R,R,CHC,MIL,B,,,0,0,2022,-0.95,0.47,1.33,1.93,,,,0,2,Top,,,,,575929,,,10.026883805198924,-125.1526861792773,-4.794113355796203,-12.104263475724148,26.997841666814256,-26.42616716295145,3.51,1.51,,,,85.1,1842,5.9,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.61,,,,,,,,8,1,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,208,0.0,0.033,,
202,FC,2022-04-07,94.6,-0.79,5.94,"Happ, Ian",664023,669203,truncated_pa,called_strike,,,,,8,"Rafael Ortega caught stealing 2nd base, catcher Omar Narvaez to shortstop Willy Adames.",R,L,R,CHC,MIL,S,2.0,,0,0,2022,0.51,1.19,0.08,2.09,,,542364.0,2,1,Bot,,,,,553882,,,1.1093615369404686,-137.58861133119507,-6.993219317731706,6.24093807552649,32.72503162923809,-15.708741158474112,3.35,1.53,,,,94.7,2713,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.95,,,0.0,0.0,0.0,0.0,,7,1,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,183,-0.022,-0.219,,
208,CU,2022-04-07,81.4,-0.42,6.19,"Contreras, Willson",575929,669203,field_out,hit_into_play,,,,,7,Willson Contreras flies out to center fielder Lorenzo Cain.,R,R,R,CHC,MIL,X,8.0,fly_ball,2,1,2022,0.64,-0.24,-0.45,1.75,,,542364.0,1,1,Bot,140.66,53.64,,,553882,,,-1.317758616683519,-118.50841209404292,-2.7931219504909404,6.268363603879443,26.624753750067192,-34.02894183083491,3.41,1.56,377.0,99.5,32.0,81.1,2917,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.05,0.366,0.708,0.0,1.0,0.0,0.0,5.0,6,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,58,-0.028,-0.357,,
217,FC,2022-04-07,94.5,-0.58,6.06,"Contreras, Willson",575929,669203,,called_strike,,,,,9,Willson Contreras flies out to center fielder Lorenzo Cain.,R,R,R,CHC,MIL,S,,,2,0,2022,0.33,1.3,0.76,1.44,,,542364.0,1,1,Bot,,,,,553882,,,2.7426057571185667,-137.27712029176246,-9.229719900526344,3.566173045339128,32.44481552505774,-13.873198139566536,3.11,1.41,,,,94.5,2699,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.96,,,,,,,,6,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,194,0.0,-0.065,,
222,FC,2022-04-07,93.4,-0.55,5.95,"Contreras, Willson",575929,669203,,ball,,,,,14,Willson Contreras flies out to center fielder Lorenzo Cain.,R,R,R,CHC,MIL,B,,,1,0,2022,0.24,1.36,0.95,2.39,,,542364.0,1,1,Bot,,,,,553882,,,3.338813220807417,-135.84967202731707,-6.388009811649234,2.1882692547733225,32.21200059694951,-14.179411325988516,3.39,1.49,,,,93.3,2679,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.06,,,,,,,,6,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,194,0.0,0.08,,
228,CU,2022-04-07,80.6,-0.37,6.22,"Contreras, Willson",575929,669203,,ball,,,,,13,Willson Contreras flies out to center fielder Lorenzo Cain.,R,R,R,CHC,MIL,B,,,0,0,2022,0.96,-0.4,-0.28,1.37,,,542364.0,1,1,Bot,,,,,553882,,,-1.6134757072946877,-117.28542051820928,-3.2963775026261,9.111949322043944,23.975176667728203,-35.38018058143299,3.26,1.56,,,,80.5,2922,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.11,,,,,,,,6,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,43,0.0,0.042,,
240,SL,2022-04-07,87.6,-0.76,5.88,"Madrigal, Nick",663611,669203,field_out,hit_into_play,,,,,5,Nick Madrigal flies out to center fielder Lorenzo Cain.,R,R,R,CHC,MIL,X,8.0,fly_ball,1,1,2022,0.25,0.34,-0.27,2.15,,,542364.0,0,1,Bot,170.8,65.95,,,553882,,,0.6617194772600666,-127.50391394898446,-3.522429998749232,2.5995836237012484,29.23617703762502,-27.941005275587784,3.26,1.48,346.0,95.8,25.0,87.6,2820,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.96,0.26,0.366,0.0,1.0,0.0,0.0,5.0,5,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,129,-0.033,-0.338,,
244,FC,2022-04-07,94.7,-0.72,5.89,"Madrigal, Nick",663611,669203,,swinging_strike,,,,,6,Nick Madrigal flies out to center fielder Lorenzo Cain.,R,R,R,CHC,MIL,S,,,1,0,2022,0.36,1.04,0.69,2.34,,,542364.0,0,1,Bot,,,,,553882,,,2.8798655350391997,-137.7434374595655,-5.879860581673953,3.840842104288309,33.55693708775612,-17.83987108900379,3.26,1.48,,,,94.5,2669,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.06,,,,,,,,5,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,188,0.0,-0.074,,
258,FC,2022-04-07,95.0,-0.71,5.89,"Madrigal, Nick",663611,669203,,ball,,,,,14,Nick Madrigal flies out to center fielder Lorenzo Cain.,R,R,R,CHC,MIL,B,,,0,0,2022,-0.06,1.46,0.35,1.25,,,542364.0,0,1,Bot,,,,,553882,,,2.930145000058697,-137.9579354128609,-9.651340399774538,-1.5496114644977967,35.75816396934054,-11.509883893896289,3.26,1.48,,,,94.4,2521,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.07,,,,,,,,5,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,193,0.0,0.059,,
259,FC,2022-04-07,95.3,-0.79,5.93,"Ortega, Rafael",542364,669203,walk,ball,,,,,11,Rafael Ortega walks.,R,L,R,CHC,MIL,B,,,3,1,2022,0.04,1.41,-1.48,3.16,,,,0,1,Bot,,,,,553882,,,-1.9201972016654063,-138.69840293987397,-4.789456695812001,1.0161239113370266,33.041331063032914,-13.125965758962137,3.32,1.51,,,,95.3,2577,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.1,,0.688744,0.7,1.0,0.0,0.0,,4,5,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,203,0.036,0.245,,
276,FC,2022-04-07,95.1,-0.73,5.92,"Ortega, Rafael",542364,669203,,called_strike,,,,,4,Rafael Ortega walks.,R,L,R,CHC,MIL,S,,,3,0,2022,0.24,1.31,-0.41,2.54,,,,0,1,Bot,,,,,553882,,,0.293452836804303,-138.31814403320564,-6.104406002801504,3.0166742005709875,33.969496775269725,-14.258508591309418,3.13,1.44,,,,94.9,2580,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.05,,,,,,,,4,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,199,0.0,-0.076,,
279,FC,2022-04-07,92.9,-0.78,5.88,"Ortega, Rafael",542364,669203,,ball,,,,,14,Rafael Ortega walks.,R,L,R,CHC,MIL,B,,,2,0,2022,0.34,1.07,0.99,0.7,,,,0,1,Bot,,,,,553882,,,3.765568683018376,-134.85208823297893,-9.720594372499624,3.189238949745763,33.586818928098204,-17.103892110237858,3.23,1.4,,,,92.4,2624,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.03,,,,,,,,4,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,192,0.0,0.134,,
287,FC,2022-04-07,93.8,-0.63,6.0,"Ortega, Rafael",542364,669203,,ball,,,,,14,Rafael Ortega walks.,R,L,R,CHC,MIL,B,,,1,0,2022,0.14,1.23,0.93,1.14,,,,0,1,Bot,,,,,553882,,,3.74585714722094,-136.29877628965588,-9.526389122474118,0.8540890661359978,31.936481762416648,-14.95295187408106,3.35,1.51,,,,93.9,2468,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.94,,,,,,,,4,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,199,0.0,0.063,,
301,FC,2022-04-07,93.8,-0.66,6.02,"Ortega, Rafael",542364,669203,,ball,,,,,14,Rafael Ortega walks.,R,L,R,CHC,MIL,B,,,0,0,2022,0.44,1.06,1.75,1.58,,,,0,1,Bot,,,,,553882,,,5.263731611423824,-136.2162751977305,-8.054371275793416,4.20701638383304,32.448543154432464,-17.324271205652224,3.1,1.42,,,,93.6,2602,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.01,,,,,,,,4,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,188,0.0,0.033,,
236,FF,2022-04-07,87.7,-2.18,6.18,"Yelich, Christian",592885,543294,field_out,hit_into_play,,,,,6,Christian Yelich grounds out to first baseman Frank Schwindel.,R,L,R,CHC,MIL,X,3.0,ground_ball,1,0,2022,-0.32,1.37,0.43,2.51,,,,2,1,Top,158.84,170.61,,,575929,,,6.889901202188338,-127.35440535213992,-5.423771761342274,-5.085071890910108,29.82619849933289,-16.374374984865156,3.49,1.6,12.0,97.1,-11.0,86.3,1847,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.67,0.203,0.215,0.0,1.0,0.0,0.0,2.0,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,214,0.01,-0.114,,
248,FF,2022-04-07,87.3,-2.35,6.11,"Yelich, Christian",592885,543294,,ball,,,,,11,Christian Yelich grounds out to first baseman Frank Schwindel.,R,L,R,CHC,MIL,B,,,0,0,2022,-0.64,1.33,-1.7,2.54,,,,2,1,Top,,,,,575929,,,2.86146438078973,-126.90282319467154,-5.020960148859923,-7.538748226689906,29.804221003803853,-17.059487069720657,3.37,1.6,,,,85.9,1871,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.73,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,214,0.0,0.015,,
254,CH,2022-04-07,81.0,-2.05,6.32,"Adames, Willy",642715,543294,strikeout,swinging_strike,,,,,9,Willy Adames strikes out swinging.,R,R,R,CHC,MIL,S,2.0,,2,2,2022,-0.62,1.33,0.72,1.81,,,,1,1,Top,,,,,575929,,,7.286415724534591,-117.63708463506096,-5.825852877036599,-7.284138565233778,24.91005279160405,-18.85239591478674,3.37,1.53,,,,79.7,2100,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.76,,0.0,0.0,1.0,0.0,0.0,,2,5,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,231,0.015,-0.134,,
262,SI,2022-04-07,87.8,-2.26,6.16,"Adames, Willy",642715,543294,,ball,,,,,11,Willy Adames strikes out swinging.,R,R,R,CHC,MIL,B,,,1,2,2022,-1.16,0.59,-1.94,3.0,,,,1,1,Top,,,,,575929,,,3.126967287136477,-127.82237607286152,-2.707693916457777,-13.33755890403303,27.864751415200388,-25.35608285890942,3.58,1.62,,,,86.6,1866,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.88,,,,,,,,2,4,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,209,0.0,0.023,,
268,CU,2022-04-07,74.3,-2.07,6.27,"Adames, Willy",642715,543294,,ball,,,,,14,Willy Adames strikes out swinging.,R,R,R,CHC,MIL,B,,,0,2,2022,0.96,-1.29,1.15,0.37,,,,1,1,Top,,,,,575929,,,4.836638674165695,-107.925933129533,-2.301264523247994,6.164845162685643,25.280447045016423,-41.73232637776279,3.44,1.67,,,,72.2,3056,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.88,,,,,,,,2,3,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic,27,0.0,0.011,,
278,SI,2022-04-07,87.3,-2.21,6.15,"Adames, Willy",642715,543294,,swinging_strike,,,,,13,Willy Adames strikes out swinging.,R,R,R,CHC,MIL,S,,,0,1,2022,-1.22,0.72,-1.11,1.85,,,,1,1,Top,,,,,575929,,,5.090992013055717,-126.9655884438222,-5.587120163993141,-14.26693114830691,27.65670337754775,-23.40787440499235,3.37,1.53,,,,86.3,1910,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.7,,,,,,,,2,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,214,0.0,-0.031,,
290,SI,2022-04-07,86.5,-2.17,6.25,"Adames, Willy",642715,543294,,called_strike,,,,,8,Willy Adames strikes out swinging.,R,R,R,CHC,MIL,S,,,0,0,2022,-1.29,0.82,-0.07,1.89,,,,1,1,Top,,,,,575929,,,7.537828131105583,-125.67018501631053,-5.762821676286289,-15.202849319644638,26.64789699018984,-22.422107231095744,3.44,1.57,,,,85.4,1864,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.71,,,,,,,,2,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,215,0.0,-0.024,,
297,FF,2022-04-07,86.6,-2.23,6.13,"Wong, Kolten",543939,543294,field_out,hit_into_play,,,,,4,Kolten Wong pops out to third baseman Patrick Wisdom.,R,L,R,CHC,MIL,X,5.0,popup,0,0,2022,-0.61,1.68,-0.37,2.22,,,,0,1,Top,116.33,153.47,,,575929,,,5.617442493395727,-125.85616805585974,-6.424429962646073,-7.6967163075829825,28.67924171560609,-13.23104998516426,3.18,1.47,122.0,86.7,72.0,85.4,1926,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.66,0.003,0.003,0.0,1.0,0.0,0.0,3.0,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,211,0.022,-0.221,,
