Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Bases Occupied,"0 out, 1--",19,33.0,33,4.0,10,3,2,1,0,0,0,2,,0.303,0.303,0.606,0.909,20.0,6.0,0.0,0,0,0,0,0.3,121,130,4
Bases Occupied,"0 out, -2-",8,12.0,11,4.0,5,2,0,1,0,0,0,0,,0.455,0.5,0.909,1.409,10.0,0.0,1.0,0,0,0,0,0.4,247,279,2
Bases Occupied,"0 out, --3",4,4.0,2,2.0,1,0,0,0,0,0,0,0,,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0,1,0,0,0.333,162,128,1
Bases Occupied,"0 out, 12-",3,3.0,3,3.0,1,0,0,1,0,0,0,0,,0.333,0.333,1.333,1.667,4.0,0.0,0.0,0,0,0,0,0.0,281,323,0
Bases Occupied,"0 out, 1-3",4,6.0,5,4.0,3,1,0,0,0,0,1,2,2.0,0.6,0.667,0.8,1.467,4.0,0.0,0.0,0,0,0,0,1.0,277,234,2
Bases Occupied,"0 out, -23",3,3.0,2,3.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,-100,-100,0
Bases Occupied,"1 out, ---",25,111.0,107,6.0,30,8,0,6,0,0,3,23,7.67,0.28,0.3,0.523,0.823,56.0,0.0,0.0,0,0,0,0,0.308,103,135,16
Bases Occupied,"1 out, 1--",21,32.0,31,2.0,6,4,0,0,2,0,1,3,3.0,0.194,0.219,0.323,0.541,10.0,8.0,0.0,0,0,0,0,0.214,36,45,2
Bases Occupied,"1 out, -2-",13,23.0,23,8.0,9,4,0,1,0,0,0,3,,0.391,0.391,0.696,1.087,16.0,0.0,0.0,0,0,0,1,0.421,168,194,4
Bases Occupied,"1 out, --3",6,7.0,4,4.0,2,1,0,0,0,0,1,1,1.0,0.5,0.429,0.75,1.179,3.0,0.0,0.0,0,2,0,0,0.4,191,163,1
Bases Occupied,"1 out, 12-",5,6.0,6,0.0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0.0,-100,-100,0
Bases Occupied,"1 out, 1-3",6,6.0,4,3.0,1,0,0,0,0,0,0,1,,0.25,0.167,0.25,0.417,1.0,0.0,0.0,0,2,0,0,0.2,5,-5,1
Bases Occupied,"1 out, -23",2,2.0,2,2.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Bases Occupied,"1 out, 123",1,2.0,1,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0,0,0,0,0.0,59,77,0
Bases Occupied,"2 out, ---",25,91.0,87,2.0,21,3,0,2,0,0,4,19,4.75,0.241,0.275,0.345,0.62,30.0,0.0,0.0,0,0,0,0,0.288,59,84,16
Bases Occupied,"2 out, 1--",22,36.0,35,5.0,12,2,0,2,3,1,1,6,6.0,0.343,0.361,0.571,0.933,20.0,0.0,0.0,0,0,0,0,0.37,133,154,8
Bases Occupied,"2 out, -2-",15,22.0,20,9.0,8,2,0,1,0,0,1,2,2.0,0.4,0.455,0.65,1.105,13.0,0.0,1.0,0,0,0,0,0.412,179,197,5
Bases Occupied,"2 out, --3",8,7.0,6,3.0,1,0,0,1,0,0,1,0,0.0,0.167,0.286,0.667,0.952,4.0,0.0,0.0,0,0,0,0,0.0,129,169,0
Bases Occupied,"2 out, 12-",7,7.0,7,2.0,3,1,0,0,0,0,0,1,,0.429,0.429,0.571,1.0,4.0,0.0,0.0,0,0,0,0,0.5,154,185,2
Bases Occupied,"2 out, 1-3",7,6.0,5,0.0,0,0,0,0,2,0,1,1,1.0,0.0,0.167,0.0,0.167,0.0,0.0,0.0,0,0,0,0,0.0,-47,-48,0
Bases Occupied,"2 out, -23",5,5.0,5,3.0,2,0,0,0,0,0,0,1,,0.4,0.4,0.4,0.8,2.0,0.0,0.0,0,0,0,0,0.5,110,121,2
Bases Occupied,"2 out, 123",2,2.0,2,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Clutch Stats,"2 outs, RISP",23,49.0,45,17.0,14,3,0,2,2,0,3,5,1.67,0.311,0.367,0.511,0.878,23.0,0.0,1.0,0,0,0,0,0.316,122,142,9
Clutch Stats,Late & Close,3,8.0,7,0.0,3,1,1,0,0,0,0,1,,0.429,0.5,0.857,1.357,6.0,0.0,1.0,0,0,0,0,0.5,236,293,1
Clutch Stats,Tie Game,25,228.0,214,22.0,58,17,3,4,1,1,10,39,3.9,0.271,0.303,0.435,0.737,93.0,7.0,1.0,0,3,0,1,0.31,86,105,34
Clutch Stats,Within 1 R,25,363.0,340,43.0,96,25,3,8,4,1,15,61,4.07,0.282,0.314,0.444,0.758,151.0,10.0,3.0,0,5,0,1,0.319,92,110,60
Clutch Stats,Within 2 R,25,509.0,480,59.0,131,34,3,15,5,1,21,84,4.0,0.273,0.305,0.45,0.755,216.0,15.0,3.0,0,5,0,1,0.301,90,109,79
